4719287,damage,Klejnotnilu,5,182929355,DeathKnight-Blood,402746,195181.55233.180612.219788.48707.,1,0,54050,270793,216743,,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
4745293,damage,Klejnotnilu,5,182929355,DeathKnight-Blood,402746,195181.55233.219788.,1,254991,63589,318580,,,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
4746898,damage,Pazuzell,73,140773839,DemonHunter-Vengeance,402746,401187.391166.203981.391171.212084.187827.258920.247456.207771.,1,116626,66876,183502,,7,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
4746898,damage,Pepko,91,178016999,Paladin-Retribution,402746,385126.,1,206264,112316,318580,,,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
4748137,damage,Owsianko,107,180528313,DeathKnight-Unholy,402746,401187.,1,272251,46329,318580,,,11,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
5176957,damage,Pepko,91,178016999,Paladin-Retribution,402746,31884.385126.,1,210474,108106,318580,,,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
5210723,damage,Klejnotnilu,5,182929355,DeathKnight-Blood,402746,55233.195181.180612.219788.,1,207026,63588,318580,47966,,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
5231503,damage,Cebulaczyna,156,121577266,Hunter-Marksmanship,402746,401187.186265.403275.,9,0,,,,6,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
5231506,damage,Qquo,70,165177271,Priest-Shadow,402746,396092.347901.,1,247782,70798,318580,,,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
5231506,damage,Gunqer,86,118902570,Druid-Restoration,402746,410231.20707.,1,242744,75836,318580,,,12,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
5385395,damage,Owsianko,107,180528313,DeathKnight-Unholy,402746,207203.409678.396092.,1,0,83814,270793,186979,,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
5385551,damage,Klejnotnilu,5,182929355,DeathKnight-Blood,402746,195181.360827.180612.219788.,1,254991,63589,318580,,,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
5386120,damage,Arathil,81,150634218,Warlock-Affliction,402746,414133.409678.108366.,1,50237,55938,318580,212405,,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
5387739,damage,Gunqer,86,118902570,Druid-Restoration,402746,410231.,1,228879,89701,318580,,,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
5414601,damage,Klejnotnilu,5,182929355,DeathKnight-Blood,402746,55233.195181.360827.180612.219788.,1,254991,63589,318580,,,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
5415155,damage,Peanutmage,114,180616658,Mage-Fire,402746,55342.,1,181010,137570,318580,,,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
5415155,damage,Shlauffu,88,182304349,Priest-Shadow,402746,,1,249413,69167,318580,,,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
5432319,damage,Klejnotnilu,5,182929355,DeathKnight-Blood,402746,195181.360827.180612.,1,254992,63588,318580,,,13,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
7164020,damage,Klejnotnilu,5,182929355,DeathKnight-Blood,402746,195181.55233.360827.180612.219788.48707.,1,0,63589,318580,254991,,14,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
7212249,damage,Klejnotnilu,5,182929355,DeathKnight-Blood,402746,195181.81256.219809.360827.219788.,1,0,63589,318580,254991,,14,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
7213512,damage,Klejnotnilu,5,182929355,DeathKnight-Blood,402746,195181.81256.360827.180612.219788.,1,254992,63588,318580,,,14,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
7216786,damage,Qquo,70,165177271,Priest-Shadow,402746,396092.347901.,1,274738,43842,318580,,,14,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
7678442,damage,Klejnotnilu,5,182929355,DeathKnight-Blood,402746,55233.195181.360827.219788.,1,251349,67231,318580,,,15,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
7681358,damage,Prohus,78,181500240,Evoker-Augmentation,402746,410231.403264.,1,253579,65001,318580,,,15,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
8104633,damage,Catherinee,103,180636202,Monk-Windwalker,402746,401187.120954.,1,181574,137006,318580,,,16,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
8104633,damage,Bärman,77,181432362,Warrior-Fury,402746,107574.,1,232266,86314,318580,,,16,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
8104633,damage,Klejnotnilu,5,182929355,DeathKnight-Blood,402746,195181.180612.219788.48707.,1,0,63589,318580,254991,,16,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
8109484,damage,Klejnotnilu,5,182929355,DeathKnight-Blood,402746,195181.55233.180612.219788.48707.,1,0,54050,270793,216743,,16,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
8135504,damage,Cebulaczyna,156,121577266,Hunter-Marksmanship,402746,,1,248928,69652,318580,,6,16,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
8587083,damage,Peanutmage,114,180616658,Mage-Fire,402746,55342.,1,184696,133884,318580,,,17,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
8587685,damage,Màmbà,76,183169964,Paladin-Holy,402746,410231.385126.,1,228042,90538,318580,,,17,4cMq2CrTR7KFaPVD,2685,Scalecommander Sarkareth,5,3,False,28/09/23
